order_id,customer_id,item_id,plant,order_date,requested_ship_date,promised_ship_date,order_priority,order_qty,current_available_qty,historical_lead_time_days,supplier_reliability_score,num_open_orders_customer,past_due_invoices_flag,weekday_ordered,month_ordered,late_flag
O101437,C0141,ITEM0020,PLANT_A,2024-08-26,2024-08-31,2024-09-01,2,453,379,6.1,0.86,15,0,0,8,0
O101438,C0038,ITEM0195,PLANT_A,2024-04-26,2024-04-29,2024-05-01,2,315,426,4.9,1.0,17,0,4,4,0
O101439,C0166,ITEM0021,PLANT_C,2024-12-14,2024-12-17,2024-12-21,3,490,496,6.6,0.9,17,0,5,12,1
O101440,C0418,ITEM0148,PLANT_A,2024-10-11,2024-10-17,2024-10-17,3,164,346,6.1,0.84,10,0,4,10,1
O101441,C0138,ITEM0153,PLANT_A,2024-07-06,2024-07-11,2024-07-14,2,388,369,8.2,0.82,6,1,5,7,1
O101442,C0270,ITEM0067,PLANT_A,2024-12-07,2024-12-14,2024-12-15,3,95,363,7.5,0.95,4,0,5,12,0
O101443,C0406,ITEM0013,PLANT_B,2024-06-07,2024-06-12,2024-06-11,2,352,409,4.4,0.88,2,0,4,6,0
O101444,C0017,ITEM0062,PLANT_B,2024-02-20,2024-02-25,2024-02-26,1,209,130,5.8,1.0,16,1,1,2,1
O101445,C0380,ITEM0014,PLANT_B,2024-01-14,2024-01-19,2024-01-21,3,260,266,7.0,0.88,19,0,6,1,1
O101446,C0145,ITEM0135,PLANT_A,2024-12-08,2024-12-16,2024-12-16,3,404,386,8.5,1.0,13,0,6,12,0
O101447,C0348,ITEM0178,PLANT_B,2024-12-16,2024-12-27,2024-12-28,1,53,216,11.9,0.79,19,0,0,12,0
O101448,C0095,ITEM0200,PLANT_A,2024-09-26,2024-10-05,2024-10-04,3,112,73,8.4,0.76,6,0,3,9,0
O101449,C0070,ITEM0161,PLANT_A,2024-02-07,2024-02-10,2024-02-12,2,280,106,5.0,0.97,15,1,2,2,1
O101450,C0395,ITEM0155,PLANT_A,2024-04-17,2024-04-24,2024-04-24,3,207,398,6.8,0.86,8,1,2,4,0
O101451,C0404,ITEM0177,PLANT_B,2024-01-15,2024-01-22,2024-01-22,3,282,579,7.4,0.88,8,1,0,1,1
O101452,C0491,ITEM0154,PLANT_A,2024-01-19,2024-01-25,2024-01-25,3,215,140,6.0,0.82,13,1,4,1,1
O101453,C0339,ITEM0131,PLANT_C,2024-03-30,2024-04-09,2024-04-07,3,33,254,7.9,0.81,3,0,5,3,1
O101454,C0233,ITEM0200,PLANT_A,2024-07-27,2024-07-30,2024-07-29,3,468,287,2.5,0.95,8,0,5,7,0
O101455,C0098,ITEM0065,PLANT_A,2024-01-24,2024-02-02,2024-02-01,2,345,312,8.1,0.9,8,0,2,1,1
O101456,C0148,ITEM0083,PLANT_B,2024-12-25,2024-12-30,2024-12-31,2,305,110,6.0,0.82,9,1,2,12,1
O101457,C0325,ITEM0182,PLANT_B,2024-06-15,2024-06-22,2024-06-22,2,75,73,6.8,0.96,14,1,5,6,1
O101458,C0174,ITEM0063,PLANT_A,2024-04-06,2024-04-16,2024-04-16,3,99,203,9.9,0.99,6,1,5,4,1
O101459,C0242,ITEM0060,PLANT_B,2024-07-07,2024-07-12,2024-07-11,1,298,579,4.5,0.89,3,0,6,7,0
O101460,C0085,ITEM0031,PLANT_A,2024-10-15,2024-10-24,2024-10-23,3,27,247,7.5,0.98,12,0,1,10,0
O101461,C0220,ITEM0056,PLANT_A,2024-04-24,2024-05-02,2024-05-03,2,236,503,8.6,0.82,1,1,2,4,1
O101462,C0119,ITEM0119,PLANT_B,2024-01-18,2024-01-25,2024-01-25,3,444,570,7.3,0.95,19,1,3,1,1
O101463,C0057,ITEM0178,PLANT_B,2024-01-19,2024-01-22,2024-01-23,2,437,433,3.8,0.91,18,0,4,1,0
O101464,C0066,ITEM0028,PLANT_A,2024-11-06,2024-11-15,2024-11-16,3,257,510,9.7,0.84,8,0,2,11,1
O101465,C0260,ITEM0137,PLANT_A,2024-02-10,2024-02-17,2024-02-17,3,116,0,6.6,1.0,14,1,5,2,1
O101466,C0184,ITEM0154,PLANT_B,2024-08-19,2024-08-24,2024-08-25,2,37,244,5.9,0.92,10,0,0,8,0
O101467,C0050,ITEM0180,PLANT_A,2024-05-20,2024-05-29,2024-05-26,2,86,379,6.4,0.85,14,0,0,5,1
O101468,C0258,ITEM0151,PLANT_C,2024-10-10,2024-10-20,2024-10-16,2,141,0,6.2,0.9,5,1,3,10,0
O101469,C0083,ITEM0032,PLANT_B,2024-01-23,2024-01-27,2024-01-28,3,276,402,4.6,0.83,18,0,1,1,1
O101470,C0008,ITEM0098,PLANT_C,2024-11-23,2024-12-01,2024-11-30,3,363,600,7.3,0.81,17,0,5,11,1
O101471,C0067,ITEM0191,PLANT_A,2024-09-11,2024-09-18,2024-09-17,2,230,376,5.8,0.86,10,1,2,9,0
O101472,C0225,ITEM0182,PLANT_C,2024-06-12,2024-06-20,2024-06-20,1,413,700,8.3,0.87,17,0,2,6,0
O101473,C0478,ITEM0123,PLANT_A,2024-03-16,2024-03-23,2024-03-24,2,81,18,8.0,0.84,7,0,5,3,1
O101474,C0121,ITEM0193,PLANT_A,2024-12-22,2025-01-04,2025-01-01,1,212,331,10.3,1.0,15,0,6,12,1
O101475,C0143,ITEM0134,PLANT_A,2024-04-20,2024-04-28,2024-04-27,3,307,516,6.6,0.84,18,1,5,4,1
O101476,C0122,ITEM0013,PLANT_A,2024-06-28,2024-07-04,2024-07-03,2,27,0,5.4,0.83,14,0,4,6,1
O101477,C0178,ITEM0183,PLANT_C,2024-05-23,2024-05-29,2024-05-27,3,453,531,4.1,0.81,19,1,3,5,1
O101478,C0359,ITEM0034,PLANT_B,2024-03-25,2024-04-07,2024-04-05,3,497,777,11.4,0.8,5,0,0,3,0
O101479,C0162,ITEM0077,PLANT_B,2024-06-01,2024-06-09,2024-06-09,3,370,405,8.3,0.98,1,0,5,6,0
O101480,C0329,ITEM0048,PLANT_B,2024-02-25,2024-02-29,2024-03-02,2,351,558,5.6,0.92,11,0,6,2,0
O101481,C0450,ITEM0144,PLANT_B,2024-01-01,2024-01-11,2024-01-11,2,105,275,10.4,0.96,7,0,0,1,1
O101482,C0474,ITEM0006,PLANT_B,2024-04-15,2024-04-27,2024-04-25,3,92,26,9.7,0.98,13,0,0,4,0
O101483,C0282,ITEM0129,PLANT_C,2024-02-10,2024-02-15,2024-02-14,3,119,104,4.3,0.87,7,1,5,2,0
O101484,C0357,ITEM0173,PLANT_B,2024-05-31,2024-06-05,2024-06-05,3,68,113,5.5,1.0,17,0,4,5,1
O101485,C0460,ITEM0158,PLANT_B,2024-11-10,2024-11-19,2024-11-17,2,279,293,6.7,0.85,3,0,6,11,1
O101486,C0394,ITEM0062,PLANT_A,2024-02-29,2024-03-05,2024-03-05,1,478,575,4.9,0.81,19,1,3,2,1
O101487,C0150,ITEM0180,PLANT_C,2024-01-01,2024-01-09,2024-01-08,3,339,465,6.8,0.93,5,0,0,1,0
O101488,C0067,ITEM0073,PLANT_A,2024-02-10,2024-02-19,2024-02-18,3,440,446,8.4,0.91,7,1,5,2,1
O101489,C0058,ITEM0137,PLANT_A,2024-07-04,2024-07-11,2024-07-08,2,489,608,4.3,0.91,1,1,3,7,1
O101490,C0442,ITEM0102,PLANT_C,2024-04-10,2024-04-19,2024-04-18,3,331,460,7.6,0.98,13,0,2,4,1
O101491,C0279,ITEM0014,PLANT_A,2024-06-27,2024-07-06,2024-07-06,1,53,338,9.3,0.91,14,0,3,6,0
O101492,C0149,ITEM0001,PLANT_A,2024-01-11,2024-01-19,2024-01-19,2,465,673,7.8,0.93,18,0,3,1,0
O101493,C0173,ITEM0037,PLANT_A,2024-05-01,2024-05-08,2024-05-08,2,273,354,6.8,1.0,3,0,2,5,0
O101494,C0141,ITEM0187,PLANT_A,2024-05-29,2024-06-03,2024-06-04,2,274,162,5.7,0.92,10,0,2,5,0
O101495,C0401,ITEM0191,PLANT_C,2024-06-06,2024-06-13,2024-06-15,2,493,453,8.7,0.94,17,0,3,6,0
O101496,C0307,ITEM0083,PLANT_C,2024-07-20,2024-07-25,2024-07-25,2,342,307,4.6,0.79,1,1,5,7,1
O101497,C0440,ITEM0194,PLANT_A,2024-10-11,2024-10-18,2024-10-18,2,56,0,7.5,1.0,12,0,4,10,0
O101498,C0151,ITEM0010,PLANT_C,2024-06-19,2024-06-25,2024-06-26,2,382,655,7.1,0.77,5,0,2,6,1
O101499,C0237,ITEM0194,PLANT_B,2024-11-03,2024-11-12,2024-11-12,2,486,553,9.3,0.86,7,1,6,11,0
O101500,C0061,ITEM0047,PLANT_C,2024-07-12,2024-07-18,2024-07-18,2,119,413,5.8,0.85,15,0,4,7,0
O101501,C0486,ITEM0008,PLANT_A,2024-04-05,2024-04-11,2024-04-11,3,231,90,6.0,1.0,16,0,4,4,1
O101502,C0256,ITEM0152,PLANT_A,2024-03-24,2024-03-31,2024-03-29,2,52,208,4.5,0.85,1,0,6,3,0
O101503,C0277,ITEM0077,PLANT_A,2024-04-27,2024-05-06,2024-05-05,2,358,452,7.9,0.94,13,1,5,4,1
O101504,C0207,ITEM0059,PLANT_A,2024-08-06,2024-08-15,2024-08-12,1,72,253,6.2,0.85,8,0,1,8,0
O101505,C0136,ITEM0152,PLANT_B,2024-03-29,2024-04-03,2024-04-03,3,213,208,5.3,0.82,15,0,4,3,0
O101506,C0475,ITEM0067,PLANT_A,2024-11-29,2024-12-06,2024-12-04,3,325,384,5.5,0.95,16,1,4,11,1
O101507,C0245,ITEM0151,PLANT_B,2024-06-24,2024-07-01,2024-07-02,3,420,395,8.1,0.84,17,0,0,6,0
O101508,C0338,ITEM0040,PLANT_B,2024-11-11,2024-11-15,2024-11-16,3,160,308,4.8,0.92,2,0,0,11,0
O101509,C0019,ITEM0018,PLANT_A,2024-09-06,2024-09-14,2024-09-11,2,454,350,5.0,0.95,16,0,4,9,1
O101510,C0138,ITEM0065,PLANT_A,2024-05-01,2024-05-09,2024-05-10,3,13,143,8.8,1.0,19,0,2,5,0
O101511,C0403,ITEM0122,PLANT_B,2024-03-24,2024-03-27,2024-03-31,2,84,131,6.7,0.8,15,0,6,3,0
O101512,C0044,ITEM0045,PLANT_C,2024-09-28,2024-10-06,2024-10-07,3,60,258,8.9,0.89,8,0,5,9,0
O101513,C0051,ITEM0029,PLANT_A,2024-04-30,2024-05-03,2024-05-06,3,373,191,6.3,0.89,14,0,1,4,0
O101514,C0405,ITEM0150,PLANT_C,2024-03-31,2024-04-06,2024-04-07,3,181,72,7.0,0.9,2,1,6,3,1
O101515,C0155,ITEM0099,PLANT_C,2024-12-05,2024-12-11,2024-12-12,2,11,114,7.3,1.0,8,0,3,12,0
O101516,C0137,ITEM0087,PLANT_B,2024-06-25,2024-07-05,2024-07-05,2,394,380,9.8,0.89,16,0,1,6,0
O101517,C0283,ITEM0048,PLANT_A,2024-01-18,2024-01-25,2024-01-28,2,139,81,9.6,0.7,13,0,3,1,0
O101518,C0098,ITEM0004,PLANT_B,2024-06-29,2024-07-10,2024-07-08,2,341,607,9.3,0.88,6,0,5,6,1
O101519,C0022,ITEM0011,PLANT_C,2024-06-17,2024-06-20,2024-06-23,3,276,528,5.7,0.89,11,0,0,6,0
O101520,C0003,ITEM0137,PLANT_A,2024-11-11,2024-11-16,2024-11-16,3,56,0,5.0,0.88,1,1,0,11,1
O101521,C0040,ITEM0017,PLANT_C,2024-09-16,2024-09-24,2024-09-25,2,301,364,8.5,0.84,19,0,0,9,1
O101522,C0080,ITEM0050,PLANT_C,2024-03-10,2024-03-21,2024-03-20,3,430,563,9.8,0.79,11,0,6,3,1
O101523,C0349,ITEM0183,PLANT_A,2024-02-24,2024-03-05,2024-03-04,2,183,373,9.3,1.0,10,0,5,2,0
O101524,C0149,ITEM0069,PLANT_B,2024-08-08,2024-08-17,2024-08-15,2,416,317,7.0,0.93,7,1,3,8,1
O101525,C0036,ITEM0149,PLANT_B,2024-01-18,2024-01-26,2024-01-26,2,135,360,8.5,0.88,5,0,3,1,0
O101526,C0008,ITEM0069,PLANT_B,2024-04-26,2024-05-04,2024-05-04,2,142,269,8.5,1.0,7,0,4,4,0
O101527,C0239,ITEM0187,PLANT_C,2024-02-20,2024-02-28,2024-02-27,3,86,325,7.3,0.83,9,0,1,2,0
O101528,C0421,ITEM0165,PLANT_A,2024-01-08,2024-01-17,2024-01-15,3,106,246,7.4,0.95,9,0,0,1,0
O101529,C0170,ITEM0094,PLANT_A,2024-12-01,2024-12-09,2024-12-08,3,120,355,7.2,0.8,8,0,6,12,1
O101530,C0032,ITEM0137,PLANT_A,2024-02-02,2024-02-08,2024-02-07,2,325,139,5.4,0.96,10,0,4,2,0
O101531,C0115,ITEM0083,PLANT_C,2024-01-04,2024-01-10,2024-01-10,2,65,0,5.6,0.81,9,1,3,1,0
O101532,C0250,ITEM0189,PLANT_A,2024-12-06,2024-12-12,2024-12-12,2,272,338,5.6,0.94,6,1,4,12,0
O101533,C0095,ITEM0072,PLANT_C,2024-03-09,2024-03-13,2024-03-13,2,131,82,3.8,1.0,12,0,5,3,0
O101534,C0490,ITEM0168,PLANT_A,2024-10-25,2024-11-04,2024-11-01,2,74,0,7.3,0.91,5,0,4,10,0
O101535,C0382,ITEM0124,PLANT_A,2024-01-12,2024-01-19,2024-01-19,2,410,563,6.9,0.72,19,0,4,1,0
O101536,C0173,ITEM0129,PLANT_C,2024-02-26,2024-03-05,2024-03-06,3,270,566,8.5,0.9,13,1,0,2,0
O101537,C0476,ITEM0071,PLANT_B,2024-02-10,2024-02-19,2024-02-20,2,144,212,9.5,0.94,6,0,5,2,1
O101538,C0163,ITEM0167,PLANT_A,2024-09-14,2024-09-24,2024-09-24,3,319,423,9.6,0.97,14,0,5,9,1
O101539,C0071,ITEM0150,PLANT_A,2024-08-14,2024-08-21,2024-08-24,2,453,557,9.8,1.0,19,0,2,8,1
O101540,C0470,ITEM0164,PLANT_A,2024-06-22,2024-06-27,2024-06-27,2,142,150,5.5,1.0,15,0,5,6,1
O101541,C0480,ITEM0161,PLANT_A,2024-03-29,2024-04-03,2024-04-02,3,123,261,4.1,0.89,15,0,4,3,1
O101542,C0157,ITEM0032,PLANT_A,2024-02-02,2024-02-10,2024-02-11,3,341,544,8.9,0.85,5,1,4,2,1
O101543,C0298,ITEM0176,PLANT_B,2024-07-26,2024-08-05,2024-08-05,3,246,103,9.8,0.81,4,0,4,7,1
O101544,C0087,ITEM0169,PLANT_A,2024-03-25,2024-04-07,2024-04-04,3,337,274,10.1,0.86,11,0,0,3,0
O101545,C0321,ITEM0049,PLANT_A,2024-08-03,2024-08-11,2024-08-11,2,84,0,8.0,0.94,6,0,5,8,0
O101546,C0346,ITEM0197,PLANT_A,2024-09-07,2024-09-08,2024-09-10,3,466,662,3.0,0.79,3,0,5,9,0
O101547,C0355,ITEM0106,PLANT_A,2024-11-06,2024-11-12,2024-11-14,3,9,127,7.7,0.83,18,0,2,11,0
O101548,C0285,ITEM0065,PLANT_C,2024-06-29,2024-07-07,2024-07-07,2,137,272,8.1,0.94,7,0,5,6,0
O101549,C0353,ITEM0045,PLANT_A,2024-01-02,2024-01-10,2024-01-12,1,313,425,9.5,0.85,16,1,1,1,1
O101550,C0278,ITEM0073,PLANT_A,2024-04-12,2024-04-22,2024-04-22,2,260,326,9.9,0.93,14,1,4,4,0
O101551,C0410,ITEM0008,PLANT_B,2024-11-07,2024-11-15,2024-11-16,3,169,377,8.8,0.83,3,0,3,11,0
O101552,C0090,ITEM0139,PLANT_C,2024-07-13,2024-07-21,2024-07-19,3,488,366,5.8,0.92,4,0,5,7,0
O101553,C0242,ITEM0142,PLANT_B,2024-08-13,2024-08-16,2024-08-18,3,173,319,4.9,0.84,12,1,1,8,0
O101554,C0209,ITEM0134,PLANT_C,2024-06-16,2024-06-24,2024-06-24,2,339,556,8.1,0.75,12,0,6,6,1
O101555,C0267,ITEM0110,PLANT_C,2024-02-29,2024-03-06,2024-03-05,1,204,107,5.4,0.98,6,0,3,2,0
O101556,C0072,ITEM0073,PLANT_B,2024-11-23,2024-12-03,2024-12-03,2,220,374,10.0,0.84,3,1,5,11,0
O101557,C0162,ITEM0145,PLANT_C,2024-10-09,2024-10-13,2024-10-13,2,389,224,3.6,0.88,12,0,2,10,0
O101558,C0478,ITEM0175,PLANT_A,2024-12-29,2025-01-03,2025-01-06,1,177,58,8.1,0.84,5,1,6,12,1
O101559,C0053,ITEM0018,PLANT_C,2024-11-08,2024-11-16,2024-11-16,1,200,195,7.6,0.94,4,0,4,11,0
O101560,C0318,ITEM0077,PLANT_C,2024-04-16,2024-04-22,2024-04-23,1,391,690,6.6,0.93,8,1,1,4,1
O101561,C0333,ITEM0200,PLANT_C,2024-04-02,2024-04-08,2024-04-07,2,44,29,5.1,0.94,7,0,1,4,0
O101562,C0238,ITEM0173,PLANT_A,2024-03-31,2024-04-04,2024-04-03,3,216,230,2.9,0.86,8,1,6,3,1
O101563,C0017,ITEM0199,PLANT_B,2024-12-01,2024-12-07,2024-12-07,2,140,323,5.9,0.9,8,0,6,12,0
O101564,C0018,ITEM0037,PLANT_A,2024-07-22,2024-07-28,2024-07-28,2,241,440,6.0,0.93,11,0,0,7,1
O101565,C0138,ITEM0093,PLANT_B,2024-06-14,2024-06-25,2024-06-23,2,288,423,9.2,1.0,11,0,4,6,1
O101566,C0052,ITEM0027,PLANT_A,2024-12-19,2024-12-26,2024-12-24,3,215,30,5.4,0.92,1,1,3,12,1
O101567,C0048,ITEM0174,PLANT_B,2024-08-08,2024-08-16,2024-08-16,3,496,732,7.9,0.82,5,0,3,8,0
O101568,C0081,ITEM0104,PLANT_B,2024-11-27,2024-12-05,2024-12-01,2,456,386,4.4,0.92,10,0,2,11,0
O101569,C0096,ITEM0049,PLANT_A,2024-12-25,2025-01-01,2025-01-02,3,72,124,8.0,0.89,14,0,2,12,1
O101570,C0420,ITEM0019,PLANT_A,2024-01-29,2024-01-30,2024-02-01,3,321,486,2.5,0.74,1,0,0,1,0
O101571,C0320,ITEM0148,PLANT_A,2024-05-11,2024-05-22,2024-05-22,2,162,106,11.2,0.75,16,0,5,5,1
O101572,C0016,ITEM0163,PLANT_B,2024-09-24,2024-09-30,2024-10-01,2,357,499,6.7,0.89,2,0,1,9,0
O101573,C0315,ITEM0176,PLANT_B,2024-10-23,2024-10-24,2024-10-24,2,243,295,1.4,0.9,13,1,2,10,1
O101574,C0069,ITEM0195,PLANT_B,2024-02-24,2024-02-29,2024-03-01,2,476,354,5.6,0.88,5,0,5,2,1
O101575,C0211,ITEM0163,PLANT_A,2024-04-26,2024-05-02,2024-05-01,2,472,379,5.2,0.97,18,0,4,4,0
O101576,C0020,ITEM0158,PLANT_C,2024-07-19,2024-07-25,2024-07-25,2,29,210,5.7,0.83,14,0,4,7,0
O101577,C0046,ITEM0163,PLANT_B,2024-10-18,2024-10-23,2024-10-24,2,55,0,6.3,0.79,16,0,4,10,0
O101578,C0067,ITEM0200,PLANT_A,2024-02-11,2024-02-17,2024-02-17,2,12,2,5.7,0.83,16,0,6,2,1
O101579,C0217,ITEM0093,PLANT_A,2024-08-07,2024-08-13,2024-08-12,2,397,446,5.4,0.85,1,1,2,8,0
O101580,C0232,ITEM0152,PLANT_A,2024-04-18,2024-04-24,2024-04-23,2,115,106,4.7,0.9,17,0,3,4,0
O101581,C0177,ITEM0164,PLANT_A,2024-03-19,2024-03-27,2024-03-28,1,361,367,8.6,0.84,2,0,1,3,0
O101582,C0311,ITEM0024,PLANT_A,2024-07-07,2024-07-18,2024-07-16,2,166,451,9.4,0.73,11,0,6,7,1
O101583,C0361,ITEM0139,PLANT_A,2024-05-31,2024-06-05,2024-06-06,2,153,0,6.5,0.69,13,0,4,5,1
O101584,C0365,ITEM0068,PLANT_A,2024-08-20,2024-08-26,2024-08-27,3,302,592,7.0,0.91,18,1,1,8,0
O101585,C0290,ITEM0027,PLANT_A,2024-04-25,2024-05-02,2024-04-30,2,387,547,4.7,0.81,14,1,3,4,0
O101586,C0273,ITEM0035,PLANT_A,2024-10-27,2024-11-02,2024-11-03,1,283,541,7.1,0.74,14,0,6,10,1
O101587,C0246,ITEM0023,PLANT_C,2024-01-29,2024-02-04,2024-02-05,1,287,409,7.5,0.95,19,0,0,1,0
O101588,C0119,ITEM0180,PLANT_B,2024-11-10,2024-11-15,2024-11-17,2,368,639,6.6,1.0,1,0,6,11,1
O101589,C0244,ITEM0155,PLANT_A,2024-01-11,2024-01-18,2024-01-19,1,86,0,7.8,0.89,1,0,3,1,0
O101590,C0006,ITEM0021,PLANT_B,2024-09-25,2024-10-03,2024-10-03,2,296,455,7.6,0.92,4,0,2,9,0
O101591,C0484,ITEM0126,PLANT_B,2024-05-06,2024-05-12,2024-05-11,2,143,298,4.9,0.92,5,0,0,5,0
O101592,C0186,ITEM0133,PLANT_A,2024-05-19,2024-05-28,2024-05-28,3,78,343,9.4,0.71,10,1,6,5,1
O101593,C0379,ITEM0104,PLANT_A,2024-01-07,2024-01-13,2024-01-14,2,164,5,6.6,0.97,16,1,6,1,1
O101594,C0479,ITEM0122,PLANT_A,2024-09-13,2024-09-21,2024-09-23,1,96,150,10.4,1.0,8,1,4,9,0
O101595,C0249,ITEM0182,PLANT_B,2024-03-01,2024-03-08,2024-03-09,2,162,220,7.8,1.0,17,0,4,3,1
O101596,C0431,ITEM0104,PLANT_A,2024-08-28,2024-09-06,2024-09-08,3,12,0,10.9,0.86,13,1,2,8,1
O101597,C0240,ITEM0132,PLANT_A,2024-09-21,2024-10-01,2024-09-30,2,373,484,9.4,0.81,9,0,5,9,1
O101598,C0067,ITEM0115,PLANT_B,2024-11-04,2024-11-13,2024-11-11,3,174,214,7.5,1.0,16,1,0,11,1
O101599,C0014,ITEM0080,PLANT_C,2024-09-15,2024-09-20,2024-09-21,2,330,379,5.6,0.94,10,0,6,9,0
O101600,C0068,ITEM0179,PLANT_A,2024-04-20,2024-04-26,2024-04-26,1,374,515,5.6,0.97,1,0,5,4,0
O101601,C0472,ITEM0083,PLANT_B,2024-09-26,2024-10-05,2024-10-04,2,410,583,8.1,0.85,17,0,3,9,0
O101602,C0238,ITEM0160,PLANT_A,2024-10-28,2024-11-04,2024-11-04,3,39,170,7.3,0.92,3,0,0,10,0
O101603,C0160,ITEM0122,PLANT_B,2024-04-25,2024-05-03,2024-05-01,3,255,247,5.8,0.82,9,0,3,4,1
O101604,C0224,ITEM0137,PLANT_B,2024-02-15,2024-02-22,2024-02-24,3,208,489,8.7,0.9,3,0,3,2,1
O101605,C0128,ITEM0153,PLANT_B,2024-11-20,2024-11-27,2024-11-27,2,175,81,7.1,0.87,15,0,2,11,1
O101606,C0436,ITEM0148,PLANT_A,2024-02-23,2024-03-02,2024-03-03,3,403,372,8.7,1.0,13,0,4,2,0
O101607,C0500,ITEM0113,PLANT_A,2024-08-04,2024-08-10,2024-08-09,2,34,77,5.0,0.94,19,0,6,8,1
O101608,C0043,ITEM0124,PLANT_C,2024-03-27,2024-04-03,2024-04-05,2,155,111,9.0,0.73,17,1,2,3,1
O101609,C0360,ITEM0102,PLANT_A,2024-02-15,2024-02-25,2024-02-23,2,397,368,8.0,0.9,5,0,3,2,0
O101610,C0168,ITEM0068,PLANT_C,2024-10-10,2024-10-20,2024-10-19,3,197,460,9.4,0.93,5,0,3,10,0
O101611,C0024,ITEM0146,PLANT_A,2024-02-22,2024-03-05,2024-03-02,2,38,0,9.0,0.86,6,0,3,2,1
O101612,C0462,ITEM0176,PLANT_A,2024-09-01,2024-09-08,2024-09-08,2,87,142,6.8,0.81,3,1,6,9,0
O101613,C0031,ITEM0142,PLANT_A,2024-09-09,2024-09-15,2024-09-16,2,151,186,6.7,0.95,18,1,0,9,1
O101614,C0103,ITEM0155,PLANT_A,2024-01-22,2024-02-03,2024-02-02,2,124,0,10.6,0.82,2,0,0,1,0
O101615,C0013,ITEM0167,PLANT_C,2024-03-04,2024-03-12,2024-03-10,1,334,234,6.4,0.95,9,1,0,3,1
O101616,C0236,ITEM0074,PLANT_A,2024-10-16,2024-10-23,2024-10-24,3,86,22,8.5,0.82,6,0,2,10,0
O101617,C0300,ITEM0013,PLANT_B,2024-07-04,2024-07-07,2024-07-10,1,382,417,6.2,0.86,1,0,3,7,0
O101618,C0161,ITEM0068,PLANT_B,2024-02-14,2024-02-15,2024-02-17,2,156,164,3.3,0.98,16,0,2,2,0
O101619,C0036,ITEM0151,PLANT_C,2024-12-27,2025-01-01,2025-01-01,2,35,131,4.5,0.94,10,1,4,12,1
O101620,C0059,ITEM0164,PLANT_B,2024-04-06,2024-04-16,2024-04-14,2,6,0,7.8,0.9,17,1,5,4,0
O101621,C0467,ITEM0103,PLANT_C,2024-01-02,2024-01-08,2024-01-10,2,304,495,8.4,0.9,12,0,1,1,1
O101622,C0403,ITEM0156,PLANT_C,2024-12-03,2024-12-10,2024-12-11,2,367,350,7.8,0.91,10,0,1,12,1
O101623,C0469,ITEM0015,PLANT_A,2024-01-07,2024-01-16,2024-01-16,2,69,295,9.3,0.84,5,0,6,1,0
O101624,C0266,ITEM0129,PLANT_C,2024-07-20,2024-07-31,2024-07-28,2,155,454,7.8,0.78,12,0,5,7,1
O101625,C0274,ITEM0136,PLANT_C,2024-12-28,2025-01-06,2025-01-02,3,378,512,5.4,0.95,14,0,5,12,0
O101626,C0393,ITEM0102,PLANT_A,2024-07-29,2024-08-07,2024-08-06,2,434,284,8.2,1.0,1,1,0,7,1
O101627,C0309,ITEM0144,PLANT_B,2024-08-01,2024-08-10,2024-08-08,2,365,611,7.3,0.95,5,1,3,8,1
O101628,C0219,ITEM0099,PLANT_A,2024-05-21,2024-05-28,2024-05-27,3,309,517,5.8,0.92,7,0,1,5,1
O101629,C0146,ITEM0105,PLANT_B,2024-02-16,2024-02-22,2024-02-24,2,374,452,7.9,0.8,3,0,4,2,0
O101630,C0243,ITEM0121,PLANT_A,2024-07-28,2024-08-05,2024-08-04,3,149,118,7.2,0.97,2,0,6,7,1
O101631,C0032,ITEM0159,PLANT_B,2024-11-23,2024-11-27,2024-11-29,3,32,187,5.8,0.94,5,1,5,11,0
O101632,C0097,ITEM0050,PLANT_A,2024-02-03,2024-02-09,2024-02-10,3,282,389,6.6,0.96,7,1,5,2,1
O101633,C0369,ITEM0061,PLANT_B,2024-11-17,2024-11-29,2024-11-27,2,280,465,9.8,0.98,11,1,6,11,0
O101634,C0435,ITEM0084,PLANT_A,2024-05-31,2024-06-10,2024-06-10,3,401,523,9.8,1.0,16,1,4,5,1
O101635,C0051,ITEM0041,PLANT_B,2024-07-14,2024-07-23,2024-07-21,2,121,333,7.4,0.81,17,0,6,7,0
O101636,C0049,ITEM0067,PLANT_A,2024-03-01,2024-03-10,2024-03-08,2,444,727,7.1,0.8,8,0,4,3,0
O101637,C0043,ITEM0071,PLANT_B,2024-08-14,2024-08-15,2024-08-18,3,248,423,4.1,0.91,11,1,2,8,0
O101638,C0396,ITEM0063,PLANT_A,2024-03-07,2024-03-14,2024-03-17,2,221,179,10.4,0.83,1,0,3,3,0
O101639,C0156,ITEM0083,PLANT_A,2024-04-09,2024-04-20,2024-04-18,3,494,745,9.1,0.81,17,1,1,4,1
O101640,C0164,ITEM0101,PLANT_A,2024-09-20,2024-09-30,2024-09-29,2,272,485,8.5,1.0,5,1,4,9,0
O101641,C0007,ITEM0140,PLANT_C,2024-01-19,2024-01-22,2024-01-21,1,46,82,2.5,0.82,2,0,4,1,0
O101642,C0487,ITEM0061,PLANT_A,2024-06-12,2024-06-20,2024-06-19,2,127,0,7.1,0.9,12,0,2,6,0
O101643,C0218,ITEM0170,PLANT_B,2024-08-05,2024-08-13,2024-08-12,3,297,573,6.7,0.77,8,1,0,8,1
